Year,Reg,Group,Sex,PopD5a0,PopD5a1,PopD5a5,PopD5a10,PopD5a15,PopD5a20,PopD5a25,PopD5a30,PopD5a35,PopD5a40,PopD5a45,PopD5a50,PopD5a55,PopD5a60,PopD5a65,PopD5a70,PopD5a75,PopD5a80,PopD5a85
2015,271,R,B,1884,7125,8061,7291,6250,5093,6954,7453,6631,6523,6011,6633,5499,2987,1333,591,518,286,187
2015,271,R,M,957,3641,4132,3665,3172,2660,3765,3816,3322,3275,2989,3352,2720,1367,562,216,127,88,47
2015,271,R,F,927,3485,3930,3627,3078,2434,3189,3637,3309,3249,3023,3282,2779,1620,771,375,391,199,140
2015,1175,T,B,48777,192038,202030,173850,159666,208911,301616,288427,260478,238972,207750,240821,257639,234284,168750,86035,124975,57221,46759
2015,1175,T,M,25108,98661,103694,88888,80975,103613,151385,142559,125665,113960,98097,109809,111870,95072,63995,28582,36536,14342,9424
2015,1175,T,F,23669,93378,98337,84962,78692,105298,150231,145868,134813,125012,109653,131013,145769,139213,104755,57453,88439,42879,37335
2015,1175,U,B,39463,152623,162645,139576,131365,177864,256586,246615,221719,201310,170170,192043,204773,190904,140642,71619,102773,47026,39205
2015,1175,U,M,20389,78463,83504,71275,66409,87275,126781,121208,106583,95590,79946,86539,87063,75698,52409,23503,29753,11622,7930
2015,1175,U,F,19074,74160,79141,68301,64957,90589,129805,125407,115136,105720,90224,105504,117710,115207,88233,48116,73020,35404,31275
2015,1175,R,B,9314,39415,39386,34274,28301,31047,45030,41812,38759,37662,37580,48778,52866,43380,28109,14417,22203,10196,7554
2015,1175,R,M,4719,20198,20190,17614,14566,16338,24604,21351,19082,18370,18151,23270,24807,19374,11586,5080,6783,2720,1494
2015,1175,R,F,4595,19218,19196,16661,13735,14709,20427,20462,19677,19292,19429,25509,28059,24006,16523,9337,15420,7476,6060
2015,3500,T,B,278578,1104571,1203117,1029752,931397,1204374,1673604,1654915,1466545,1318372,1115718,1331314,1449110,1222296,839597,410912,579852,283081,220999
2015,3500,T,M,143104,566578,616935,527629,476732,612346,848993,824068,712441,630546,529534,611385,636260,504514,322689,136470,172122,73031,45822
2015,3500,T,F,135474,537993,586183,502124,454665,592029,824612,830848,754104,687826,586184,719929,812850,717782,516908,274442,407730,210051,175177
2015,3500,U,B,197071,758485,829888,701714,660418,965644,1313246,1271919,1101225,977870,801313,926335,993746,859831,614758,304111,420307,199770,159318
2015,3500,U,M,101293,389521,425636,359545,335705,481498,653410,627032,529680,462795,375298,415228,420304,340672,227269,98259,120853,49149,32501
2015,3500,U,F,95779,368964,404253,342170,324713,484146,659836,644888,571545,515075,426015,511107,573442,519159,387489,205852,299454,150622,126817
2015,3500,R,B,81507,346086,373229,328038,270980,238731,360359,382996,365320,340502,314405,404979,455364,362466,224840,106801,159545,83311,61681
2015,3500,R,M,41811,177057,191299,168084,141028,130848,195583,197036,182761,167751,154236,196158,215956,163843,95421,38211,51269,23882,13322
2015,3500,R,F,39696,169029,181930,159954,129952,107883,164776,185960,182559,172751,160169,208822,239408,198623,129419,68590,108276,59429,48360
2015,1184,T,B,4185,17871,19303,15660,11860,10835,17167,17999,16002,14271,11970,13871,14834,11370,6680,2664,3761,2264,1869
2015,1184,T,M,2197,9216,9825,7990,5912,5052,8438,8800,7831,6820,5692,6487,6813,4909,2636,911,1141,581,375
2015,1184,T,F,1988,8656,9478,7671,5948,5783,8729,9199,8171,7451,6278,7385,8021,6462,4044,1753,2620,1683,1495
2015,1184,U,B,1108,4476,4497,3792,4029,6574,6472,5243,4643,3957,2856,3181,3452,3051,2013,817,1136,644,647
2015,1184,U,M,598,2313,2244,1942,1796,2672,2850,2378,2108,1757,1239,1380,1443,1200,751,252,328,136,114
2015,1184,U,F,510,2163,2254,1850,2233,3902,3623,2865,2535,2201,1617,1802,2010,1852,1262,565,808,509,534
2015,1184,R,B,3077,13396,14806,11868,7832,4261,10695,12756,11359,10314,9114,10690,11382,8319,4667,1848,2625,1620,1222
2015,1184,R,M,1599,6903,7582,6048,4116,2380,5589,6422,5723,5064,4453,5107,5371,3709,1885,660,813,446,261
2015,1184,R,F,1478,6493,7224,5821,3716,1881,5107,6334,5636,5250,4661,5583,6012,4610,2782,1188,1813,1175,961
2015,1181,T,B,16945,66651,76280,60407,53505,64464,89115,84644,73006,62374,53395,64269,66697,54132,34581,16495,23522,11528,8383
2015,1181,T,M,8796,34333,39071,30937,28588,35467,44979,41878,35344,29621,25171,29625,29564,22481,13671,5505,6937,3126,1854
2015,1181,T,F,8149,32319,37209,29471,24917,28998,44137,42767,37662,32754,28224,34644,37133,31651,20910,10990,16586,8403,6529
2015,1181,U,B,9612,35923,41996,32995,31147,45215,57660,53499,45060,37332,29879,34941,36210,30806,20908,9857,13599,6286,4950
2015,1181,U,M,5019,18604,21608,16890,16673,24682,28144,25840,21552,17241,13713,15319,15047,12000,7794,3187,3817,1614,1040
2015,1181,U,F,4593,17319,20389,16105,14475,20533,29516,27659,23508,20091,16166,19622,21163,18806,13114,6670,9782,4673,3911
2015,1181,R,B,7333,30728,34284,27413,22358,19249,31456,31146,27946,25042,23516,29329,30487,23327,13673,6638,9924,5242,3433
2015,1181,R,M,3777,15729,17464,14047,11915,10785,16835,16038,13792,12380,11458,14306,14517,10481,5877,2318,3120,1512,815
2015,1181,R,F,3556,15000,16821,13366,10443,8465,14621,15108,14154,12663,12059,15023,15970,12846,7796,4320,6804,3730,2618
2015,1193,T,B,7606,31919,35325,26738,20651,18599,27453,25672,22435,21325,19470,17936,13871,9173,6845,4371,3243,1279,801
2015,1193,T,M,3884,16307,18083,13685,10639,9892,13634,12440,10453,9498,8603,7833,5853,3758,2650,1577,1052,364,177
2015,1193,T,F,3723,15612,17243,13053,10012,8707,13819,13233,11982,11827,10867,10103,8018,5415,4196,2794,2191,916,624
2015,1193,U,B,3682,13967,16668,12725,10146,12853,17957,15401,12997,11920,10669,9619,7354,5022,3717,2099,1902,880,621
2015,1193,U,M,1916,7194,8523,6521,4985,6199,8589,7402,6048,5275,4625,4114,3033,1979,1393,702,561,238,135
2015,1193,U,F,1767,6773,8145,6204,5161,6654,9369,7999,6950,6645,6044,5506,4321,3043,2324,1397,1341,643,486
2015,1193,R,B,3924,17953,18658,14013,10505,5746,9496,10272,9438,9405,8801,8317,6518,4151,3129,2273,1341,399,180
2015,1193,R,M,1968,9114,9560,7164,5655,3694,5046,5038,4405,4223,3978,3720,2821,1779,1257,876,491,126,42
2015,1193,R,F,1956,8839,9098,6849,4851,2053,4450,5234,5033,5182,4824,4597,3697,2372,1872,1397,850,273,138
2015,1195,T,B,8018,33072,36626,29830,25321,30208,44594,47048,42275,36775,29721,36183,40349,35835,22719,10553,14281,7027,5859
2015,1195,T,M,4111,16796,18939,15310,12852,14887,22128,23493,20516,17652,14178,16389,17586,14701,8693,3589,4242,1839,1166
2015,1195,T,F,3907,16276,17687,14520,12469,15322,22467,23555,21760,19123,15543,19794,22764,21135,14026,6964,10040,5189,4693
2015,1195,U,B,5294,21373,23641,19211,17375,21957,31891,34201,30377,25913,19842,23651,26856,24476,16120,7465,9747,4704,4090
2015,1195,U,M,2726,10826,12258,9856,8500,10506,15495,16858,14585,12466,9344,10414,11346,9735,5980,2530,2900,1217,795
2015,1195,U,F,2569,10547,11383,9355,8876,11452,16396,17344,15792,13448,10498,13238,15511,14741,10140,4935,6847,3487,3295
2015,1195,R,B,2724,11699,12986,10619,7946,8251,12704,12847,11899,10862,9879,12532,13493,11359,6599,3088,4534,2324,1769
2015,1195,R,M,1386,5971,6682,5454,4352,4381,6633,6635,5931,5187,4834,5975,6240,4966,2713,1059,1342,622,371
2015,1195,R,F,1338,5729,6304,5165,3594,3870,6071,6212,5968,5675,5045,6557,7253,6394,3886,2029,3193,1702,1399
2015,1101,T,B,30507,124709,138510,123391,106311,133367,183944,192882,176934,164477,135368,168170,203177,168083,119468,54039,81936,40734,34791
2015,1101,T,M,15576,63841,71171,63317,54119,67411,92116,95684,85438,78673,64059,77799,90921,71159,47276,18218,25000,11005,7178
2015,1101,T,F,14932,60868,67340,60074,52192,65956,91829,97198,91497,85804,71309,90372,112256,96924,72192,35821,56936,29729,27613
2015,1101,U,B,17326,67140,73004,62622,56805,93692,125318,120838,103374,94197,74151,85218,99202,85043,64872,30090,43169,20740,18691
2015,1101,U,M,8837,34482,37510,31965,28759,45995,61270,60120,49650,44611,34590,38389,41987,33796,24151,9795,12389,5089,3730
2015,1101,U,F,8489,32659,35495,30658,28046,47697,64048,60719,53724,49586,39561,46830,57215,51247,40721,20295,30780,15651,14961
2015,1101,R,B,13182,57569,65506,60769,49507,39675,58627,72044,73561,70280,61217,82952,103975,83040,54596,23949,38767,19994,16100
2015,1101,R,M,6739,29360,33661,31353,25360,21416,30846,35564,35788,34062,29470,39410,48934,37363,23125,8423,12611,5917,3448
2015,1101,R,F,6443,28210,31845,29417,24147,18259,27781,36480,37773,36219,31748,43542,55042,45677,31472,15526,26156,14078,12652
2015,1176,T,B,16993,68019,77366,67130,64206,77068,95841,93080,84232,71750,58152,68350,74396,63345,39759,18564,25690,12576,8719
2015,1176,T,M,8749,35174,39425,34236,34736,42231,49373,46315,41536,34545,27563,31734,32884,26435,15775,6370,7449,3319,2033
2015,1176,T,F,8244,32845,37941,32894,29470,34837,46468,46765,42696,37206,30590,36616,41512,36910,23984,12194,18241,9257,6686
2015,1176,U,B,10956,43274,50258,42943,42875,59305,69362,65882,59065,49411,38034,42909,46722,41570,27268,12734,16896,7912,5612
2015,1176,U,M,5616,22248,25697,22028,23062,31643,34811,32372,28819,23390,17715,19285,19618,16473,10317,4226,4676,1978,1249
2015,1176,U,F,5340,21026,24562,20915,19814,27662,34551,33510,30246,26021,20320,23625,27104,25097,16952,8508,12220,5934,4363
2015,1176,R,B,6038,24745,27108,24187,21331,17763,26480,27198,25168,22340,20118,25441,27675,21775,12491,5830,8794,4664,3107
2015,1176,R,M,3133,12926,13728,12208,11675,10588,14563,13943,12717,11155,9848,12449,13267,9963,5459,2144,2773,1341,784
2015,1176,R,F,2905,11819,13380,11980,9656,7175,11917,13255,12451,11185,10270,12992,14408,11813,7033,3686,6021,3323,2323
2015,1104,T,B,40907,157771,167492,148365,138269,181746,255897,253122,225242,201462,172575,202955,207484,178106,119612,61605,83085,38165,28776
2015,1104,T,M,21051,80919,86072,75868,69821,91045,130902,126759,110166,97280,82873,93437,91004,73291,45272,20518,24763,9647,5812
2015,1104,T,F,19857,76852,81421,72498,68448,90701,124996,126364,115077,104182,89702,109518,116480,104816,74341,41087,58322,28518,22964
2015,1104,U,B,31315,117210,123648,108075,106856,153386,209560,204760,178224,158435,131676,150142,149620,128886,90091,47013,62502,27620,20839
2015,1104,U,M,16106,60079,63552,55259,53687,75560,104674,100749,85637,75231,62293,67405,63482,50802,32730,15143,18208,6733,4080
2015,1104,U,F,15209,57131,60096,52817,53170,77826,104886,104011,92588,83204,69383,82737,86138,78084,57361,31870,44294,20888,16760
2015,1104,R,B,9593,40561,43845,40290,31413,28360,46337,48363,47018,43028,40899,52813,57864,49221,29521,14592,20583,10545,7937
2015,1104,R,M,4945,20841,22520,20609,16135,15486,26228,26010,24529,22049,20580,26032,27523,22489,12542,5375,6555,2915,1733
2015,1104,R,F,4648,19721,21325,19681,15278,12875,20110,22353,22489,20979,20319,26781,30342,26732,16980,9218,14028,7631,6204
2015,1125,T,B,36605,146732,159440,136323,125170,154336,212473,200269,179977,164788,139168,160674,168821,148576,101912,52204,71049,32100,23243
2015,1125,T,M,18786,75087,81737,69875,63691,77217,108001,99400,86829,77900,65416,73146,72373,59875,38006,16481,20025,7698,4597
2015,1125,T,F,17820,71645,77703,66449,61479,77119,104472,100870,93148,86888,73753,87528,96448,88702,63907,35723,51024,24403,18646
2015,1125,U,B,27706,109501,120568,103395,95116,126873,173537,163446,146043,132698,108892,123467,129471,116726,82983,43062,58025,25408,18924
2015,1125,U,M,14211,56049,61750,52977,48203,62074,86711,80467,69864,62322,50543,55000,53594,45301,29884,13199,15961,5864,3651
2015,1125,U,F,13495,53452,58818,50419,46913,64800,86826,82979,76179,70376,58350,68468,75878,71425,53099,29863,42065,19544,15273
2015,1125,R,B,8900,37232,38872,32928,30055,27463,38936,36824,33935,32090,30276,37207,39350,31851,18930,9142,13024,6693,4320
2015,1125,R,M,4575,19038,19988,16898,15488,15144,21290,18933,16965,15578,14873,18146,18780,14574,8122,3282,4064,1834,946
2015,1125,R,F,4325,18194,18885,16030,14567,12319,17647,17891,16970,16513,15403,19061,20571,17277,10808,5860,8960,4859,3374
2015,1132,T,B,34774,144484,170121,144223,122500,151753,224652,233341,207772,187709,155614,190041,216322,184724,126883,61573,86183,44445,34200
2015,1132,T,M,17859,74271,87030,73910,61903,75156,113703,115600,99829,88409,73471,86520,94178,75238,47999,20055,25081,11200,7164
2015,1132,T,F,16915,70213,83091,70313,60597,76597,110949,117741,107944,99300,82143,103521,122145,109486,78884,41518,61102,33245,27036
2015,1132,U,B,29640,121728,144593,122019,104607,132225,195308,204767,181153,163112,132958,160144,181584,156679,108848,52935,74000,37799,29138
2015,1132,U,M,15182,62644,74030,62560,52583,64696,97567,100477,86266,76215,62182,71894,77329,62514,40267,16926,21051,9297,6045
2015,1132,U,F,14458,59084,70563,59460,52024,67529,97741,104290,94888,86898,70776,88250,104255,94165,68582,36010,52950,28502,23094
2015,1132,R,B,5134,22756,25528,22204,17893,19528,29344,28575,26619,24597,22657,29897,34738,28046,18035,8638,12183,6647,5062
2015,1132,R,M,2677,11627,13000,11351,9320,10461,16136,15123,13563,12194,11290,14627,16849,12724,7733,3129,4030,1904,1120
2015,1132,R,F,2457,11130,12528,10853,8573,9068,13208,13452,13056,12403,11367,15271,17890,15322,10302,5509,8153,4743,3943
2015,1150,T,B,38528,145792,147169,128637,119318,177649,246537,244062,211902,189902,159861,190147,209550,177697,127557,63701,92809,46390,37325
2015,1150,T,M,19833,74677,75501,66123,61316,91263,126434,122375,103910,92419,77121,87903,92008,73336,48978,21127,28102,12124,7750
2015,1150,T,F,18696,71116,71668,62514,58002,86387,120104,121688,107992,97483,82740,102244,117543,104361,78579,42574,64707,34266,29575
2015,1150,U,B,30176,110755,111423,94643,90543,150744,207493,202467,171953,151815,123962,142535,155123,135291,100520,50370,71840,35119,29075
2015,1150,U,M,15557,56974,57209,48774,46511,76764,105117,100662,83449,73453,59198,64596,66002,54061,37511,16336,21321,8806,6092
2015,1150,U,F,14620,53782,54214,45869,44032,73981,102376,101805,88504,78363,64764,77940,89121,81230,63009,34034,50519,26313,22984
2015,1150,R,B,8352,35037,35747,33995,28775,26905,39045,41595,39949,38087,35900,47612,54427,42406,27037,13331,20970,11271,8250
2015,1150,R,M,4276,17703,18293,17349,14805,14499,21317,21713,20461,18967,17923,23308,26006,19276,11467,4791,6782,3318,1659
2015,1150,R,F,4076,17334,17454,16646,13970,12406,17728,19883,19489,19120,17977,24304,28422,23131,15570,8540,14188,7953,6591
2015,1152,T,B,28902,111107,112858,95915,91346,126616,166237,166641,145762,131719,119058,148518,156390,125776,86853,42634,65071,31738,25189
2015,1152,T,M,14800,57050,58091,49099,46677,64479,83112,82915,70895,62632,56007,67798,69105,52240,33187,14057,19296,8190,5094
2015,1152,T,F,14102,54057,54768,46816,44669,62137,83125,83727,74867,69087,63051,80720,87285,73536,53666,28577,45776,23549,20095
2015,1152,U,B,20068,74798,76634,63928,62002,98262,130146,128259,108670,96726,84651,103566,108293,89472,64415,31460,47111,22593,18705
2015,1152,U,M,10300,38495,39211,32661,31750,49546,63752,63251,52612,45479,39043,45953,46126,35831,23830,10182,13441,5552,3800
2015,1152,U,F,9768,36303,37423,31267,30252,48717,66394,65009,56059,51248,45608,57614,62167,53642,40586,21278,33670,17041,14905
2015,1152,R,B,8834,36309,36225,31987,29344,28354,36091,38382,37092,34993,34407,44952,48097,36304,22438,11174,17961,9146,6484
2015,1152,R,M,4501,18555,18880,16438,14927,14933,19360,19664,18284,17154,16964,21845,22980,16410,9358,3875,5855,2638,1294
2015,1152,R,F,4334,17754,17345,15549,14418,13421,16731,18718,18809,17839,17444,23107,25118,19895,13081,7299,12106,6508,5190
2015,1169,T,B,14610,56446,62629,53135,52943,77737,109696,96157,81007,71824,61369,70204,77221,65481,46731,22513,29225,14837,11847
2015,1169,T,M,7465,28909,31993,27282,26480,38248,56176,48413,39697,35100,29383,32717,33973,27094,18549,8065,9037,3940,2624
2015,1169,T,F,7145,27537,30637,25854,26464,39489,53521,47744,41310,36724,31987,37487,43248,38387,28182,14448,20188,10897,9223
2015,1169,U,B,10192,38343,42962,35368,38919,64560,88546,73159,59669,52356,43747,46963,49862,42813,33005,16212,20384,10069,8028
2015,1169,U,M,5228,19615,22049,18114,19198,31165,44434,36458,29093,25358,20815,21483,21301,16983,12663,5783,6203,2628,1773
2015,1169,U,F,4964,18728,20913,17254,19721,33396,44112,36701,30576,26998,22932,25480,28561,25830,20342,10429,14181,7441,6255
2015,1169,R,B,4418,18103,19668,17768,14024,13177,21151,22998,21339,19468,17623,23241,27359,22669,13726,6301,8841,4768,3819
2015,1169,R,M,2237,9294,9944,9168,7282,7084,11742,11955,10605,9742,8568,11234,12673,10112,5886,2282,2835,1312,851
2015,1169,R,F,2181,8809,9724,8600,6743,6094,9409,11043,10734,9726,9055,12007,14687,12557,7840,4020,6007,3456,2968
2015,3600,T,B,86274,334396,367023,332033,313895,419760,540454,523645,488810,457738,393055,429002,430228,391843,281739,145383,158089,65531,44103
2015,3600,T,M,44208,171567,187703,169951,168017,235243,282611,267662,244959,226112,192301,203146,192377,162720,109527,49424,46547,16569,9323
2015,3600,T,F,42066,162829,179320,162082,145878,184517,257843,255983,243851,231626,200755,225856,237851,229123,172212,95959,111542,48962,34781
2015,3600,U,B,62515,238188,262016,235489,228317,325657,423213,410089,382668,356838,298932,318767,315131,291529,215911,112490,121292,49816,34500
2015,3600,U,M,32068,122169,134105,120417,119273,173910,216331,206878,189994,174954,145572,149507,137987,118257,81911,37601,35032,12157,7107
2015,3600,U,F,30447,116019,127911,115072,109045,151748,206882,203211,192674,181885,153360,169260,177145,173272,134000,74889,86261,37659,27393
2015,3600,R,B,23759,96209,105007,96544,85578,94103,117241,113556,106142,100900,94123,110236,115097,100314,65828,32894,36797,15715,9603
2015,3600,R,M,12140,49398,53598,49534,48744,61334,66280,60784,54965,51158,46729,53639,54391,44463,27616,11824,11516,4412,2216
2015,3600,R,F,11619,46811,51409,47010,36834,32770,50961,52772,51177,49742,47395,56597,60707,55851,38212,21070,25281,11303,7388
2015,1198,T,B,16594,65642,74282,66017,60050,68547,88743,80048,68662,63879,60028,68794,63905,47547,28042,12720,13991,6796,4012
2015,1198,T,M,8448,33634,37851,33686,30300,34873,46178,40592,34333,31266,29028,32426,29163,20142,11165,4500,4540,2011,1005
2015,1198,T,F,8146,32008,36431,32331,29751,33674,42565,39456,34329,32613,31000,36368,34742,27405,16877,8221,9452,4786,3007
2015,1198,U,B,9700,39095,43663,39008,37192,48138,60990,56258,50003,45520,39072,43873,40555,30812,18288,8463,9087,4022,2497
2015,1198,U,M,4950,20044,22213,19833,18278,23705,31311,28457,24935,22182,19014,20593,18227,12786,6973,2865,2756,1058,518
2015,1198,U,F,4751,19051,21451,19175,18915,24434,29679,27801,25068,23338,20058,23280,22328,18026,11315,5598,6331,2964,1979
2015,1198,R,B,6894,26547,30619,27009,22858,20409,27753,23790,18659,18359,20956,24921,23350,16736,9754,4258,4905,2775,1515
2015,1198,R,M,3498,13591,15639,13854,12022,11168,14867,12136,9399,9084,10014,11833,10936,7357,4192,1635,1784,953,487
2015,1198,R,F,3396,12957,14980,13156,10836,9241,12887,11655,9261,9275,10942,13089,12414,9379,5562,2623,3121,1822,1028
2015,1130,T,B,4152,15945,18013,16443,15410,18956,27882,29061,26794,26019,22198,23496,22107,19001,14152,7234,6548,2107,1180
2015,1130,T,M,2128,8088,9244,8337,8341,11381,15164,15644,14143,13447,11508,11613,10445,8041,5525,2503,1854,437,218
2015,1130,T,F,2025,7857,8769,8106,7069,7576,12718,13417,12652,12572,10690,11883,11663,10960,8627,4731,4694,1670,962
2015,1130,U,B,3290,12451,13633,12350,11810,15375,22857,23523,21436,20477,17171,17752,16170,13880,10634,5535,5087,1619,934
2015,1130,U,M,1677,6287,7032,6273,6443,9151,12335,12566,11203,10505,8855,8698,7529,5774,4060,1862,1418,327,172
2015,1130,U,F,1613,6165,6601,6078,5367,6225,10523,10957,10234,9973,8316,9055,8641,8107,6574,3673,3669,1292,762
2015,1130,R,B,863,3494,4380,4093,3600,3581,5025,5538,5358,5542,5027,5744,5938,5121,3518,1699,1461,488,247
2015,1130,R,M,451,1801,2212,2065,1898,2230,2830,3078,2940,2942,2654,2916,2916,2268,1465,641,436,110,46
2015,1130,R,F,412,1693,2168,2028,1702,1351,2195,2460,2418,2600,2374,2829,3022,2854,2053,1058,1025,379,201
2015,1105,T,B,24410,93993,99965,93020,90363,131913,163283,159247,152078,145472,125164,134092,135167,127852,99527,55330,59571,24186,16531
2015,1105,T,M,12493,48189,51116,47762,49655,76223,85130,81522,76270,72308,61967,63750,60427,53288,38713,19031,17758,6317,3635
2015,1105,T,F,11917,45804,48849,45258,40709,55690,78153,77726,75808,73164,63197,70343,74740,74564,60814,36299,41813,17869,12896
2015,1105,U,B,18350,69389,74517,68297,66915,102791,131045,127009,119707,114701,97662,102592,101300,95819,76547,42773,45484,18412,12816
2015,1105,U,M,9399,35622,38163,35020,36085,56451,66386,63866,59297,56501,48167,48309,44546,39065,29066,14535,13414,4734,2811
2015,1105,U,F,8951,33768,36354,33277,30830,46340,64660,63143,60410,58200,49495,54283,56755,56755,47481,28238,32071,13679,10005
2015,1105,R,B,6060,24604,25448,24723,23449,29122,32238,32239,32371,30771,27502,31500,33867,32033,22981,12557,14087,5774,3715
2015,1105,R,M,3094,12568,12954,12742,13570,19772,18745,17656,16974,15807,13801,15441,15881,14224,9647,4497,4345,1584,824
2015,1105,R,F,2966,12037,12495,11981,9879,9350,13493,14583,15398,14965,13702,16060,17986,17809,13334,8061,9742,4191,2891
2015,1108,T,B,18798,70357,72823,63077,65020,100699,124075,114175,105266,97074,81851,87370,87057,84651,64874,34218,37977,15841,11230
2015,1108,T,M,9693,36306,37269,32292,35414,58123,65169,58400,52605,47337,39088,40671,37923,34321,24483,11405,11042,3776,2281
2015,1108,T,F,9105,34052,35554,30785,29606,42577,58906,55775,52662,49738,42763,46700,49134,50331,40391,22813,26935,12066,8949
2015,1108,U,B,15003,55138,56750,49123,51813,82436,103779,94561,86655,80515,67691,70917,69762,69340,55163,29521,32819,13653,9934
2015,1108,U,M,7725,28458,29070,25205,27163,44790,53540,47858,43019,39149,32105,32729,29756,27503,20488,9759,9465,3227,2017
2015,1108,U,F,7278,26680,27680,23918,24650,37646,50239,46703,43636,41366,35587,38188,40006,41837,34675,19762,23354,10427,7917
2015,1108,R,B,3795,15220,16073,13954,13207,18264,20296,19614,18612,16560,14160,16454,17295,15312,9711,4697,5158,2188,1296
2015,1108,R,M,1968,7848,8199,7087,8251,13333,11629,10542,9586,8188,6984,7942,8167,6818,3995,1646,1577,549,264
2015,1108,R,F,1827,7372,7874,6867,4956,4931,8667,9072,9026,8372,7177,8512,9128,8494,5716,3051,3582,1639,1033
2015,1110,T,B,10872,44455,50410,46153,41871,51868,66592,67869,63619,58886,48801,53895,57570,53020,36349,18448,21922,9110,6078
2015,1110,T,M,5548,22783,25794,23641,22347,27731,34028,33996,31261,28719,23659,25171,25422,22211,14319,6110,6438,2291,1303
2015,1110,T,F,5324,21672,24616,22512,19524,24137,32564,33873,32358,30167,25142,28724,32148,30809,22031,12338,15484,6819,4775
2015,1110,U,B,6992,27805,32893,29591,28103,38936,47318,47810,44240,40398,32296,34462,36506,34630,24362,12279,14455,6161,4279
2015,1110,U,M,3574,14167,16804,15147,14584,19802,23140,23257,21264,19285,15328,15667,15366,13926,9285,3982,4120,1485,902
2015,1110,U,F,3418,13639,16090,14444,13519,19134,24178,24553,22977,21113,16968,18795,21140,20705,15077,8297,10335,4676,3377
2015,1110,R,B,3880,16650,17517,16562,13768,12932,19274,20059,19379,18488,16506,19433,21064,18390,11988,6169,7467,2949,1799
2015,1110,R,M,1974,8616,8990,8494,7763,7929,10888,10739,9998,9434,8332,9504,10056,8286,5034,2128,2318,807,401
2015,1110,R,F,1906,8034,8527,8068,6005,5004,8386,9321,9381,9054,8174,9929,11008,10105,6954,4041,5149,2143,1398
2015,1144,T,B,1773,7256,8445,8159,6793,7331,11833,13207,13235,12156,10234,11780,12062,10249,6366,2641,2377,749,568
2015,1144,T,M,924,3702,4366,4251,3442,3567,6187,6815,6748,6200,5252,5691,5545,4373,2516,888,617,135,76
2015,1144,T,F,849,3554,4079,3908,3352,3764,5646,6392,6487,5956,4982,6090,6517,5876,3850,1753,1760,614,492
2015,1144,U,B,1710,6898,8095,7796,6552,7100,11439,12755,12739,11618,9756,11158,11275,9666,5993,2502,2259,709,539
2015,1144,U,M,889,3518,4193,4061,3325,3437,5929,6551,6454,5908,4971,5367,5131,4119,2352,832,577,127,70
2015,1144,U,F,821,3380,3902,3735,3227,3663,5510,6204,6285,5710,4785,5791,6145,5547,3642,1671,1683,582,469
2015,1144,R,B,64,358,351,363,241,231,394,453,496,538,479,623,787,583,373,139,118,40,30
2015,1144,R,M,36,184,173,190,117,130,258,265,294,292,282,324,415,254,165,57,41,8,6
2015,1144,R,F,28,174,178,173,125,101,136,188,202,247,197,299,372,329,208,82,77,32,24
2015,1164,T,B,6660,24669,28314,25800,23107,27063,39763,41439,41385,38018,31096,34305,37205,36033,23528,10408,11055,4812,3187
2015,1164,T,M,3442,12688,14554,13213,12502,15992,20945,21110,20741,18785,15278,16457,16621,14750,9297,3499,2976,1137,534
2015,1164,T,F,3218,11981,13760,12588,10605,11071,18818,20330,20644,19233,15818,17848,20584,21284,14231,6910,8080,3676,2654
2015,1164,U,B,5493,19843,23090,20803,18705,21917,33635,35186,35145,32000,25663,27451,28898,27740,18513,8272,8705,3820,2523
2015,1164,U,M,2831,10232,11856,10568,9797,12249,17414,17750,17520,15709,12567,13110,12702,11148,7185,2740,2340,871,425
2015,1164,U,F,2663,9612,11235,10236,8908,9669,16221,17436,17625,16291,13096,14341,16196,16592,11329,5533,6366,2949,2098
2015,1164,R,B,1167,4826,5224,4997,4403,5146,6128,6254,6240,6018,5433,6854,8307,8294,5015,2136,2350,992,665
2015,1164,R,M,612,2457,2699,2645,2705,3744,3531,3360,3221,3076,2711,3347,3919,3602,2112,759,636,266,109
2015,1164,R,F,555,2369,2525,2352,1698,1403,2597,2894,3019,2943,2723,3508,4388,4692,2903,1377,1714,727,556
2015,1199,T,B,2317,9262,11161,9742,8345,10949,14352,13902,13314,11963,9770,10741,11284,11003,7696,3918,4366,1875,1288
2015,1199,T,M,1187,4727,5657,4931,4529,6122,7657,7097,6535,5828,4519,5043,4903,4454,2976,1308,1226,450,264
2015,1199,T,F,1130,4535,5504,4811,3816,4828,6696,6805,6779,6135,5252,5698,6381,6550,4720,2611,3141,1425,1024
2015,1199,U,B,1571,5861,7239,6451,5257,7198,9481,9557,9467,8484,6843,7371,7805,7789,5562,2852,3228,1395,965
2015,1199,U,M,819,2960,3681,3261,2629,3500,4777,4759,4589,4054,3130,3388,3302,3067,2115,914,891,323,191
2015,1199,U,F,752,2901,3558,3191,2628,3698,4704,4798,4878,4430,3713,3984,4503,4722,3447,1938,2337,1072,774
2015,1199,R,B,746,3401,3922,3291,3089,3751,4871,4346,3847,3479,2928,3370,3479,3214,2134,1067,1139,480,323
2015,1199,R,M,368,1767,1977,1670,1901,2622,2880,2339,1946,1774,1389,1655,1601,1387,861,394,335,127,73
