Year,Reg,Group,Sex,PopD5a0,PopD5a1,PopD5a5,PopD5a10,PopD5a15,PopD5a20,PopD5a25,PopD5a30,PopD5a35,PopD5a40,PopD5a45,PopD5a50,PopD5a55,PopD5a60,PopD5a65,PopD5a70,PopD5a75,PopD5a80,PopD5a85
2018,1137,U,F,2890,13868,16420,13794,12663,11800,18179,20794,19849,19565,17480,16998,21929,23146,20727,10839,11648,8627,6367
2018,1137,R,B,3073,15604,21246,18504,14859,14377,14885,18494,18749,19954,20387,22350,29943,28471,22204,9872,11607,8591,6286
2018,1137,R,M,1583,7995,10921,9543,7675,7552,8864,10602,10023,10126,10161,10901,14460,12966,9390,3696,3444,2364,1294
2018,1137,R,F,1490,7610,10325,8961,7185,6826,6022,7892,8726,9828,10227,11450,15483,15505,12814,6176,8164,6227,4992
2018,1165,T,B,51601,240675,280589,229299,198306,201049,298087,376102,341353,318995,275687,251761,308518,297612,253666,125617,120566,91647,59354
2018,1165,T,M,26605,123624,144003,117076,101078,102402,153068,189882,167253,151678,130205,115376,134337,120494,95370,42700,33628,22089,11395
2018,1165,T,F,24996,117051,136586,112223,97228,98647,145019,186220,174101,167317,145483,136385,174181,177118,158296,82917,86938,69558,47959
2018,1165,U,B,44457,205402,235417,190472,167859,168681,261066,330748,299251,276449,236570,210203,254122,244299,211342,106235,100489,75541,47844
2018,1165,U,M,22950,105604,120863,97258,84940,84392,131408,164761,145447,130360,110759,95193,108261,96491,77692,35267,27460,17806,9029
2018,1165,U,F,21507,99798,114554,93214,82919,84290,129658,165987,153804,146089,125811,115010,145861,147808,133650,70968,73029,57735,38815
2018,1165,R,B,7144,35273,45172,38827,30447,32368,37021,45354,42102,42546,39118,41559,54396,53313,42324,19383,20077,16106,11510
2018,1165,R,M,3655,18021,23141,19819,16138,18011,21660,25122,21806,21318,19446,20183,26076,24003,17678,7434,6168,4283,2366
2018,1165,R,F,3489,17253,22032,19009,14309,14357,15361,20233,20297,21228,19672,21376,28321,29310,24646,11949,13910,11823,9145
2018,1171,T,B,51346,236053,279796,231133,190813,186846,273773,364508,327405,287950,250325,237543,274678,213946,141658,57991,47491,33324,21611
2018,1171,T,M,26365,121257,143488,118457,95802,93861,141887,185136,162694,140191,122591,113421,127851,94264,57659,21112,14123,8209,4305
2018,1171,T,F,24981,114796,136308,112676,95011,92985,131886,179372,164711,147759,127734,124122,146827,119682,84000,36880,33368,25115,17306
2018,1171,U,B,42169,190485,222531,182759,151542,148966,231916,309013,275765,238780,205057,190252,217300,164760,107377,44074,34311,23009,14337
2018,1171,U,M,21641,97849,114064,93824,76017,74667,118638,155604,136291,115809,100434,90136,99726,71463,42810,15654,10061,5546,2791
2018,1171,U,F,20528,92636,108467,88935,75526,74300,113278,153409,139474,122972,104624,100117,117574,93297,64567,28420,24250,17464,11546
2018,1171,R,B,9177,45568,57265,48374,39271,37880,41858,55495,51640,49170,45268,47291,57378,49186,34281,13917,13180,10315,7274
2018,1171,R,M,4724,23408,29424,24634,19786,19194,23250,29532,26403,24383,22157,23286,28126,22801,14849,5458,4063,2663,1515
2018,1171,R,F,4453,22160,27842,23741,19486,18686,18608,25963,25237,24788,23111,24005,29253,26385,19433,8460,9118,7652,5760
2018,171,T,B,22895,106085,128340,107608,88651,83492,115387,163450,152620,134916,118300,111859,127962,92095,55632,20939,14984,9319,4904
2018,171,T,M,11812,54523,65926,55317,44448,41039,59758,82914,75280,65320,58106,53715,59841,41426,22982,7720,4531,2276,919
2018,171,T,F,11084,51563,62415,52291,44203,42454,55629,80536,77340,69596,60194,58145,68122,50669,32651,13219,10454,7044,3985
2018,171,U,B,21170,98266,118017,98692,81927,76983,107300,152400,142407,125125,109052,102664,117692,84669,51113,19238,13679,8406,4374
2018,171,U,M,10925,50462,60579,50814,41025,37750,55179,76602,69725,60135,53389,48984,54561,37768,21037,7035,4130,2050,806
2018,171,U,F,10245,47804,57439,47878,40902,39233,52121,75799,72682,64990,55664,53680,63131,46901,30077,12204,9549,6356,3568
2018,171,R,B,1725,7820,10323,8917,6725,6510,8087,11050,10213,9791,9248,9196,10271,7426,4519,1701,1306,914,530
2018,171,R,M,887,4061,5347,4503,3423,3289,4580,6313,5555,5185,4718,4731,5280,3658,1945,686,401,226,113
2018,171,R,F,839,3759,4976,4414,3302,3221,3508,4738,4658,4606,4530,4465,4991,3768,2574,1015,905,688,417
2018,271,T,B,7499,35406,42235,37645,30936,28703,33541,53760,53230,48898,44031,39388,41016,24570,11327,3555,2194,1245,838
2018,271,T,M,3861,18278,21632,19225,15349,14160,17781,27273,26664,24076,21884,19072,19937,11488,4816,1299,572,252,193
2018,271,T,F,3638,17128,20604,18420,15587,14544,15760,26488,26567,24823,22147,20316,21079,13082,6511,2256,1622,993,646
2018,271,U,B,5895,28301,33909,30097,24614,22775,28374,46696,46393,42677,37910,33745,35047,20847,9443,2863,1705,930,613
2018,271,U,M,3036,14632,17340,15395,12243,11199,14918,23549,23265,21011,18886,16297,16944,9761,3998,1037,435,189,123
2018,271,U,F,2859,13669,16569,14702,12372,11576,13456,23147,23128,21666,19024,17448,18103,11087,5445,1826,1271,742,490
2018,271,R,B,1604,7106,8327,7548,6322,5928,5168,7064,6837,6222,6121,5643,5969,3723,1884,693,489,315,226
2018,271,R,M,825,3647,4292,3831,3107,2961,2864,3724,3399,3065,2998,2776,2993,1728,818,263,138,64,70
2018,271,R,F,780,3459,4035,3718,3215,2968,2304,3341,3439,3157,3124,2868,2976,1996,1066,430,351,251,156
2018,1175,T,B,38700,187589,229198,186922,163603,165449,253824,302596,268703,248466,221128,204413,249830,236729,201756,103345,99182,74473,48494
2018,1175,T,M,19836,96356,117837,95624,82959,82431,127403,150963,130270,117817,104285,93846,109478,96965,76301,35625,28505,19021,10055
2018,1175,T,F,18864,91233,111361,91298,80645,83018,126421,151633,138433,130650,116843,110568,140352,139765,125455,67721,70678,55452,38439
2018,1175,U,B,31674,153151,184764,151004,134592,134482,218235,259328,229758,210481,184358,165151,198280,189605,166299,86685,82169,61463,40347
2018,1175,U,M,16231,78755,95109,77189,68345,66599,107664,127352,110584,99308,86400,75228,85367,75705,61376,29330,23313,15496,8262
2018,1175,U,F,15443,74396,89655,73815,66247,67883,110571,131976,119174,111173,97958,89923,112913,113900,104923,57355,58856,45967,32085
2018,1175,R,B,7026,34438,44434,35918,29011,30967,35589,43268,38945,37985,36770,39263,51550,47125,35457,16661,17014,13010,8147
2018,1175,R,M,3605,17601,22728,18436,14614,15832,19739,23611,19686,18509,17885,18618,24112,21260,14925,6295,5192,3525,1793
2018,1175,R,F,3422,16838,21706,17483,14398,15135,15850,19657,19260,19477,18885,20645,27439,25865,20532,10366,11822,9486,6354
2018,3500,T,B,229264,1075909,1331075,1113234,958226,977116,1419025,1674178,1549839,1381752,1195785,1106472,1385225,1297491,1020301,497847,465450,347702,229048
2018,3500,T,M,117814,552219,682143,571262,489905,498564,722062,843400,759943,658882,566039,512032,612695,538441,391838,173720,133747,89664,49113
2018,3500,T,F,111450,523691,648933,541972,468321,478553,696963,830778,789897,722870,629747,594440,772530,759051,628463,324128,331703,258038,179935
2018,3500,U,B,164926,770098,925164,767072,682429,714960,1160711,1309973,1182954,1029774,878258,781745,954643,896943,731618,372931,343040,252257,163534
2018,3500,U,M,84617,395035,474543,393469,348297,361586,572398,647628,573102,484702,410555,354868,408412,356033,268539,125342,95520,62597,33718
2018,3500,U,F,80309,375064,450621,373603,334133,353374,588314,662346,609852,545073,467704,426877,546231,540910,463080,247590,247520,189661,129816
2018,3500,R,B,64338,305811,405912,346162,275797,262157,258314,364205,366885,351978,317527,324727,430582,400549,288683,124916,122410,95445,65514
2018,3500,R,M,33197,157184,207600,177793,141608,136978,149665,195772,186841,174181,155484,157164,204284,182408,123300,48378,38227,27068,15395
2018,3500,R,F,31141,148627,198312,168370,134189,125179,108649,168433,180045,177797,162043,167564,226299,218141,165384,76538,84183,68377,50119
2018,1184,T,B,3358,15944,21595,17580,13072,11318,12849,18113,16940,15375,12834,11989,14470,13096,9013,3645,3069,2354,1854
2018,1184,T,M,1733,8319,11031,8949,6603,5491,6192,8904,8325,7384,6011,5666,6649,5728,3651,1259,928,601,383
2018,1184,T,F,1625,7625,10564,8631,6469,5828,6657,9209,8616,7991,6823,6324,7822,7368,5363,2386,2141,1753,1471
2018,1184,U,B,942,4378,5620,4208,4324,3906,7162,5740,4781,4291,3249,2678,3162,3206,2528,1125,966,685,583
2018,1184,U,M,498,2303,2858,2120,2030,1676,2959,2540,2128,1882,1384,1169,1263,1276,904,358,262,160,91
2018,1184,U,F,444,2076,2762,2088,2294,2230,4203,3200,2653,2410,1866,1509,1899,1930,1624,768,705,526,492
2018,1184,R,B,2416,11566,15975,13372,8749,7413,5688,12374,12159,11084,9585,9311,11309,9891,6486,2520,2103,1669,1271
2018,1184,R,M,1235,6017,8174,6829,4573,3815,3234,6364,6197,5503,4628,4497,5386,4452,2747,902,666,442,292
2018,1184,R,F,1182,5550,7802,6543,4176,3598,2454,6010,5963,5581,4958,4815,5923,5439,3739,1619,1437,1227,979
2018,1181,T,B,14041,65168,81737,68523,55260,54795,72138,88168,77599,67389,55543,53841,65552,58208,44228,19214,18952,14257,9284
2018,1181,T,M,7265,33626,41947,35087,29321,30194,37535,44040,37925,32088,26050,24911,29237,24513,17228,6942,5467,3637,2104
2018,1181,T,F,6776,31542,39791,33436,25939,24601,34603,44128,39674,35301,29493,28930,36315,33696,27000,12273,13486,10620,7180
2018,1181,U,B,8012,37421,44989,37616,32043,33963,50245,56293,48257,40707,32313,29126,35341,32017,25856,11891,11286,8193,5314
2018,1181,U,M,4137,19335,23255,19247,17149,19019,24648,26966,22834,18843,14692,12961,14677,12545,9303,4081,3147,1992,1137
2018,1181,U,F,3875,18087,21734,18369,14895,14944,25597,29327,25423,21865,17621,16165,20664,19472,16553,7810,8139,6201,4177
2018,1181,R,B,6029,27747,36748,30908,23217,20832,21893,31875,29342,26682,23231,24715,30211,26192,18372,7323,7666,6064,3970
2018,1181,R,M,3128,14292,18692,15840,12172,11176,12887,17074,15091,13246,11359,11950,14560,11968,7925,2861,2320,1645,968
2018,1181,R,F,2901,13456,18057,15068,11045,9657,9006,14801,14252,13436,11872,12765,15651,14224,10447,4463,5347,4419,3003
2018,1193,T,B,6715,29572,39155,30846,21093,19566,22601,27255,23541,20955,19918,17939,15740,10598,7191,4424,3534,1529,906
2018,1193,T,M,3494,15265,20011,15803,10816,9980,11814,13273,11201,9473,8668,7853,6653,4312,2723,1583,1129,442,220
2018,1193,T,F,3221,14308,19144,15043,10277,9586,10788,13982,12340,11483,11250,10086,9087,6287,4469,2841,2405,1087,686
2018,1193,U,B,3201,13811,17322,14321,9817,10620,16950,17465,14213,12080,11072,9831,8462,5621,3977,2314,1884,1023,679
2018,1193,U,M,1654,7154,8891,7338,4906,5056,8207,8253,6788,5458,4754,4239,3541,2179,1443,810,556,272,161
2018,1193,U,F,1547,6657,8432,6983,4911,5565,8743,9212,7425,6622,6319,5592,4921,3442,2534,1504,1329,751,518
2018,1193,R,B,3514,15762,21833,16526,11276,8946,5651,9790,9328,8876,8846,8108,7278,4977,3215,2110,1650,507,227
2018,1193,R,M,1840,8111,11120,8466,5910,4924,3607,5020,4413,4015,3914,3614,3112,2133,1280,773,573,171,59
2018,1193,R,F,1674,7651,10713,8060,5367,4022,2045,4770,4915,4861,4932,4495,4166,2845,1935,1337,1077,336,168
2018,1195,T,B,6431,31352,40910,33151,26279,25394,36546,46448,44626,39999,32510,29553,38201,36811,30027,12448,11811,8350,5997
2018,1195,T,M,3305,16104,20935,17087,13342,12699,18089,23236,21888,19051,15545,13592,16673,15128,11577,4370,3451,2162,1259
2018,1195,T,F,3126,15248,19975,16064,12937,12695,18457,23212,22739,20948,16966,15961,21529,21683,18450,8078,8361,6188,4739
2018,1195,U,B,4439,21554,27126,21824,18789,17192,26927,33843,32772,28570,22361,19525,25077,25039,20903,9051,8401,5649,4185
2018,1195,U,M,2288,11074,13883,11260,9374,8329,12728,16512,15833,13522,10614,8812,10585,9941,7835,3049,2457,1479,836
2018,1195,U,F,2152,10481,13244,10564,9415,8863,14199,17331,16940,15048,11747,10714,14492,15098,13068,6003,5944,4170,3349
2018,1195,R,B,1992,9798,13784,11327,7491,8203,9619,12605,11854,11430,10150,10028,13125,11773,9124,3397,3410,2702,1813
2018,1195,R,M,1017,5030,7053,5827,3969,4370,5361,6724,6055,5530,4931,4780,6088,5188,3742,1322,994,684,423
2018,1195,R,F,975,4768,6732,5500,3522,3833,4258,5881,5799,5900,5219,5248,7037,6585,5382,2075,2417,2018,1390
2018,1101,T,B,24329,117254,151145,129200,112671,107273,153413,185861,182110,169688,147359,134467,184890,183454,142138,69534,63659,48515,34492
2018,1101,T,M,12557,59758,77327,66578,57158,55085,76767,93166,88795,80922,69383,62390,82959,78099,56415,25066,18573,13004,7477
2018,1101,T,F,11772,57496,73818,62622,55513,52188,76646,92695,93315,88766,77976,72077,101932,105355,85723,44469,45087,35511,27015
2018,1101,U,B,13937,67156,81325,67557,60340,60230,113481,122716,110923,97559,83236,71427,91619,90640,74522,39212,34806,25593,18231
2018,1101,U,M,7170,34190,41675,34701,30522,31109,54107,60779,53955,46097,38633,32486,39271,36099,27595,13290,9700,6336,3633
2018,1101,U,F,6768,32966,39651,32857,29818,29121,59375,61937,56968,51462,44603,38941,52348,54542,46927,25922,25107,19258,14599
2018,1101,R,B,10392,50099,69820,61643,52332,47043,39932,63145,71187,72129,64123,63040,93272,92814,67616,30323,28853,22922,16261
2018,1101,R,M,5387,25568,35652,31878,26637,23976,22660,32387,34840,34825,30750,29904,43688,42001,28820,11776,8873,6669,3845
2018,1101,R,F,5005,24531,34168,29765,25695,23067,17272,30758,36347,37304,33373,33136,49584,50814,38796,18547,19980,16253,12417
2018,1176,T,B,13871,64292,81801,70987,63873,66057,80642,93086,86580,76763,62945,56178,69998,65940,50006,21820,20662,14799,9000
2018,1176,T,M,7089,33005,42109,36229,34168,36144,42342,47260,42794,37323,29796,26211,31227,27623,19505,7943,5915,3823,2050
2018,1176,T,F,6783,31287,39692,34758,29705,29913,38300,45827,43786,39440,33149,29968,38771,38318,30501,13878,14747,10976,6951
2018,1176,U,B,9275,42200,53191,46276,42788,47922,63295,67645,61545,53781,42690,35891,44062,41926,33569,15350,14184,9503,5495
2018,1176,U,M,4742,21565,27277,23799,22940,25678,31773,33648,30051,25858,19838,16341,18871,16556,12373,5375,3877,2341,1150
2018,1176,U,F,4533,20635,25915,22477,19848,22245,31522,33998,31494,27923,22852,19550,25192,25370,21196,9975,10308,7163,4345
2018,1176,R,B,4597,22092,28610,24711,21085,18135,17347,25441,25035,22983,20255,20288,25936,24015,16437,6471,6478,5296,3505
2018,1176,R,M,2347,11440,14833,12430,11228,10466,10569,13612,12743,11465,9958,9870,12356,11067,7132,2568,2039,1483,900
2018,1176,R,F,2250,10652,13778,12281,9857,7669,6779,11829,12292,11518,10297,10418,13580,12948,9305,3903,4440,3814,2606
2018,1104,T,B,34391,159358,188942,157368,141674,147651,220416,259773,239753,212969,184786,171355,203580,186186,147471,71339,69586,48397,30271
2018,1104,T,M,17704,81802,97075,80834,71475,73886,112935,131734,118543,102278,88809,79853,90046,76775,56128,24471,20174,12365,6297
2018,1104,T,F,16688,77556,91867,76534,70199,73766,107482,128039,121210,110691,95977,91503,113534,109411,91343,46868,49412,36032,23974
2018,1104,U,B,26627,123604,142200,115772,110250,115834,187493,213790,192425,167863,144110,128914,148834,134310,108959,55060,53212,36387,21909
2018,1104,U,M,13713,63405,73049,59519,55436,57330,93254,105734,93329,79018,68124,59017,63727,53171,39556,18183,14983,9069,4338
2018,1104,U,F,12914,60199,69151,56254,54814,58505,94239,108056,99096,88845,75987,69898,85107,81139,69403,36877,38229,27318,17571
2018,1104,R,B,7764,35754,46743,41596,31424,31817,32924,45983,47328,45106,40676,42441,54746,51876,38512,16280,16375,12010,8362
2018,1104,R,M,3991,18397,24027,21315,16039,16556,19681,26001,25215,23260,20686,20836,26319,23604,16572,6288,5192,3296,1959
2018,1104,R,F,3774,17357,22716,20281,15385,15261,13243,19983,22114,21846,19990,21605,28427,28272,21940,9992,11183,8714,6403
2018,1125,T,B,31341,142417,177331,146095,125954,127198,180878,206238,187078,169303,148753,135634,162662,151571,123725,59964,58421,41550,24872
2018,1125,T,M,16110,73338,90611,74973,64175,63670,91671,103836,91104,79743,69375,62066,70783,61042,46076,20001,15854,10106,4911
2018,1125,T,F,15232,69079,86720,71122,61779,63528,89207,102402,95974,89560,79378,73568,91879,90529,77650,39964,42567,31444,19961
2018,1125,U,B,23908,108416,133598,110664,95636,97707,150818,168675,151889,136227,118124,104653,124318,116706,98492,49613,48144,33625,19831
2018,1125,U,M,12273,55825,68231,56732,48584,48346,74385,83466,73332,63416,54555,46936,52526,45069,35184,15934,12638,7906,3746
2018,1125,U,F,11635,52591,65367,53932,47053,49361,76433,85209,78558,72811,63570,57717,71792,71638,63308,33679,35506,25720,16086
2018,1125,R,B,7433,34001,43734,35431,30318,29491,30060,37564,35189,33076,30629,30981,38344,34865,25234,10352,10278,7925,5041
2018,1125,R,M,3837,17513,22380,18242,15591,15324,17286,20371,17773,16327,14820,15130,18257,15973,10892,4067,3216,2201,1166
2018,1125,R,F,3597,16488,21354,17190,14727,14168,12775,17193,17416,16749,15809,15852,20087,18892,14342,6285,7062,5725,3875
2018,1132,T,B,27280,134000,178685,158002,128912,125912,182681,229342,219364,195270,169644,152419,202581,193634,154733,75261,67785,52826,36239
2018,1132,T,M,13842,68852,91672,80781,65535,63060,92823,115222,106704,91785,79506,70134,88998,79214,58558,25725,18903,13585,7889
2018,1132,T,F,13438,65148,87013,77221,63377,62852,89859,114121,112660,103486,90138,82285,113583,114420,96175,49537,48882,39241,28351
2018,1132,U,B,23668,115687,152314,134558,110490,108393,160565,201581,192368,169895,146709,128960,169843,162999,131929,64932,58107,45223,30593
2018,1132,U,M,12002,59297,78223,68772,56133,53945,80079,99895,92596,78943,68108,58512,73090,64934,48699,21681,15758,11308,6500
2018,1132,U,F,11666,56390,74091,65786,54358,54448,80486,101686,99773,90952,78601,70448,96754,98066,83230,43252,42350,33915,24093
2018,1132,R,B,3613,18313,26372,23444,18422,17519,22117,27762,26996,25376,22936,23459,32738,30635,22804,10329,9678,7603,5647
2018,1132,R,M,1841,9555,13449,12009,9403,9115,12744,15327,14109,12842,11398,11622,15909,14281,9859,4044,3146,2278,1389
2018,1132,R,F,1772,8758,12923,11436,9020,8404,9373,12435,12887,12534,11538,11837,16830,16355,12945,6285,6532,5326,4258
2018,1150,T,B,33465,151641,172884,139417,126402,137101,216781,252058,230795,202556,174645,160671,200880,192105,151116,79382,73494,57401,38327
2018,1150,T,M,17233,77852,88457,71655,65064,70545,110671,127779,113641,97677,84240,75271,88943,79753,58091,27694,21382,15026,8291
2018,1150,T,F,16232,73789,84427,67763,61338,66557,106111,124279,117155,104879,90406,85400,111937,112352,93026,51688,52113,42375,30036
2018,1150,U,B,26658,119334,132252,104716,96148,107405,186749,212136,190573,163212,138596,122932,149133,144300,117050,63960,57639,44816,29643
2018,1150,U,M,13665,61282,67892,53834,49861,55277,93619,106172,92847,77833,66291,56754,64242,57926,43524,21785,16402,11426,6300
2018,1150,U,F,12993,58052,64361,50882,46287,52129,93130,105964,97726,85380,72305,66178,84891,86375,73526,42176,41238,33390,23343
2018,1150,R,B,6807,32307,40632,34701,30254,29696,30032,39922,40223,39344,36050,37740,51747,47805,34067,15422,15855,12585,8684
2018,1150,R,M,3568,16570,20566,17821,15203,15268,17052,21607,20794,19845,17949,18518,24701,21827,14567,5910,4980,3600,1991
2018,1150,R,F,3239,15737,20066,16881,15052,14428,12981,18315,19429,19499,18101,19222,27046,25978,19500,9512,10875,8985,6693
2018,1152,T,B,21777,108074,128607,104111,88486,99828,140890,165875,153152,136733,120491,122370,153156,136578,104851,52572,49692,39668,25231
2018,1152,T,M,11200,55300,66167,53452,45146,51193,70686,83156,75301,64940,56729,56107,67551,57484,40205,18242,14208,10167,5306
2018,1152,T,F,10577,52774,62441,50659,43340,48636,70204,82719,77852,71793,63762,66263,85605,79094,64646,34331,35484,29501,19925
2018,1152,U,B,15649,76289,88034,70280,61491,70234,113719,130080,116823,101268,87643,86170,106550,95440,76258,39844,36621,28999,18601
2018,1152,U,M,8070,39067,45293,35861,31520,36116,55317,63964,56910,47771,40598,38460,45471,38576,28143,13426,10211,7074,3807
2018,1152,U,F,7579,37222,42741,34419,29971,34118,58402,66117,59913,53498,47046,47711,61080,56864,48115,26418,26410,21925,14794
2018,1152,R,B,6128,31785,40574,33832,26995,29595,27172,35795,36330,35465,32848,36200,46606,41138,28594,12729,13071,10670,6630
2018,1152,R,M,3130,16233,20874,17592,13626,15077,15370,19193,18391,17170,16132,17647,22081,18908,12063,4816,3997,3093,1499
2018,1152,R,F,2998,15552,19700,16240,13369,14518,11802,16603,17939,18295,16716,18553,24526,22230,16531,7913,9074,7577,5131
2018,1169,T,B,12268,56840,68285,57957,54553,55026,99192,101963,88305,74755,66360,60059,73518,69312,55805,28245,24787,18058,12578
2018,1169,T,M,6285,28999,34803,29835,27104,26621,50541,51796,43725,36220,31929,27981,32980,28773,21684,10427,7767,4747,2929
2018,1169,T,F,5983,27841,33483,28122,27449,28405,48651,50167,44580,38535,34432,32078,40538,40540,34121,17819,17020,13312,9649
2018,1169,U,B,8613,40251,47195,39283,40317,41557,83310,80012,66388,54324,48158,41640,48245,44741,37580,20582,17792,12563,8473
2018,1169,U,M,4407,20539,24020,20289,19845,19709,41324,39701,32502,26064,22968,19183,21151,17764,13981,7373,5533,3237,2022
2018,1169,U,F,4206,19712,23175,18994,20472,21848,41986,40311,33886,28260,25190,22457,27094,26978,23599,13209,12259,9326,6451
2018,1169,R,B,3655,16590,21090,18675,14236,13469,15882,21952,21917,20431,18203,18419,25273,24571,18225,7664,6995,5495,4105
2018,1169,R,M,1878,8460,10783,9547,7260,6912,9217,12095,11224,10156,8961,8798,11829,11009,7703,3054,2234,1510,907
2018,1169,R,F,1778,8130,10308,9128,6977,6557,6665,9857,10694,10275,9242,9621,13444,13562,10522,4610,4762,3986,3198
2018,3600,T,B,72341,333779,398335,350019,315985,344397,466366,537373,496725,463219,419838,374901,418972,383616,325771,174069,141381,87896,47444
2018,3600,T,M,37142,171117,204003,179093,168526,191187,249845,278397,251096,228344,204898,178147,190528,160189,125083,61773,41148,22533,10429
2018,3600,T,F,35199,162663,194332,170926,147460,153210,216521,258977,245630,234876,214940,196754,228445,223427,200689,112297,100233,65363,37015
2018,3600,U,B,54116,245602,287818,250596,230329,252934,374514,425074,391414,362785,325515,281693,308124,281380,245813,134786,109660,67326,36523
2018,3600,U,M,27846,126040,147306,128317,120289,135939,192820,215826,195177,177225,157688,132914,137708,114577,91785,46632,31323,16701,7747
2018,3600,U,F,26271,119562,140512,122280,110040,116995,181694,209249,196237,185560,167828,148779,170416,166803,154028,88155,78337,50625,28776
2018,3600,R,B,18225,88177,110517,99423,85656,91464,91852,112299,105312,100435,94323,93209,110849,102236,79959,39283,31722,20570,10921
2018,3600,R,M,9297,45077,56697,50776,48237,55248,57025,62571,55919,51119,47211,45233,52820,45612,33298,15141,9825,5832,2682
2018,3600,R,F,8929,43101,53820,48647,37420,36216,34827,49728,49393,49316,47112,47976,58029,56624,46661,24142,21897,14738,8240
2018,1198,T,B,13558,63413,79740,69758,58838,59783,79983,85690,73156,64568,60119,59652,66033,52882,36361,17001,11700,8565,4876
2018,1198,T,M,6934,32369,40798,35517,29622,29871,42249,44046,36789,31827,29107,28355,30231,22704,14496,6161,3706,2602,1255
2018,1198,T,F,6624,31044,38942,34241,29216,29912,37734,41644,36368,32741,31012,31298,35802,30178,21865,10840,7994,5963,3621
2018,1198,U,B,8372,38426,48714,41465,37327,38585,56842,60483,52840,47176,41649,37924,41664,33120,23660,10801,7862,5298,2950
2018,1198,U,M,4276,19640,24913,21079,18270,18799,28917,30804,26479,23236,20149,18115,18837,13916,9094,3717,2350,1442,642
2018,1198,U,F,4096,18787,23801,20386,19058,19787,27925,29679,26361,23941,21501,19809,22827,19204,14566,7084,5512,3856,2308
2018,1198,R,B,5186,24987,31026,28293,21511,21198,23141,25208,20316,17392,18470,21729,24369,19762,12702,6200,3838,3267,1926
2018,1198,R,M,2658,12729,15886,14438,11352,11073,13332,13243,10310,8591,8958,10240,11395,8788,5403,2444,1356,1160,613
2018,1198,R,F,2529,12258,15141,13855,10159,10125,9809,11965,10007,8801,9512,11489,12975,10974,7299,3756,2482,2107,1313
2018,1130,T,B,3582,16176,19034,17205,15601,16655,22657,29832,27538,26006,23735,20978,22173,18548,15768,8632,6422,3252,1349
2018,1130,T,M,1814,8278,9673,8854,8376,9649,12826,16158,14680,13450,12221,10482,10661,8179,6109,3059,1880,721,259
2018,1130,T,F,1768,7899,9361,8351,7226,7006,9831,13674,12858,12556,11515,10496,11512,10369,9660,5574,4543,2532,1090
2018,1130,U,B,2874,12881,14785,13015,11975,13214,18963,24656,22231,20692,18586,16043,16528,13483,11739,6571,4991,2529,1048
2018,1130,U,M,1450,6558,7506,6694,6517,7663,10536,13243,11725,10589,9497,7897,7878,5799,4448,2276,1426,543,201
2018,1130,U,F,1424,6323,7279,6321,5458,5551,8427,11413,10506,10103,9090,8147,8650,7684,7291,4295,3565,1986,847
2018,1130,R,B,709,3295,4249,4190,3627,3441,3695,5176,5307,5314,5149,4935,5646,5065,4030,2062,1432,723,302
2018,1130,R,M,365,1720,2167,2160,1859,1986,2290,2915,2955,2862,2724,2586,2783,2381,1661,783,454,178,58
2018,1130,R,F,344,1576,2082,2031,1768,1455,1405,2261,2352,2453,2425,2350,2863,2685,2369,1279,978,546,244
2018,1105,T,B,20403,94500,110261,96324,91600,104583,143383,160797,152948,145467,134389,118447,132003,123402,110334,64130,54553,32665,17695
2018,1105,T,M,10537,48479,56449,49381,49981,60216,76919,83289,77151,71782,66249,56515,60048,51746,42535,22917,16050,8532,4117
2018,1105,T,F,9867,46021,53812,46944,41619,44367,66465,77508,75797,73686,68140,61932,71955,71656,67799,41213,38503,24133,13578
2018,1105,U,B,15734,72125,82682,71642,68271,77588,117443,129824,121840,114296,105905,91528,99719,92043,83572,49972,42039,24942,13614
2018,1105,U,M,8132,37028,42383,36813,36499,43236,60339,65524,60354,55673,51737,43410,44583,37834,31427,17342,12205,6408,3132
2018,1105,U,F,7602,35097,40299,34829,31772,34352,57105,64300,61486,58623,54168,48118,55136,54209,52145,32630,29835,18534,10482
2018,1105,R,B,4670,22375,27579,24682,23330,26995,25940,30973,31108,31172,28484,26919,32284,31360,26762,14158,12514,7723,4081
2018,1105,R,M,2405,11451,14066,12568,13483,16981,16580,17765,16797,16109,14512,13105,15465,13913,11108,5575,3846,2124,985
2018,1105,R,F,2265,10924,13513,12115,9847,10015,9360,13208,14311,15063,13972,13814,16819,17447,15654,8583,8668,5599,3096
2018,1108,T,B,15486,72329,82196,68204,64533,76328,109776,120531,107330,98660,88438,77265,84332,79571,72197,40810,33836,21368,11701
2018,1108,T,M,7940,37172,42291,34886,35060,43566,59348,62498,54234,48279,42227,35865,37586,32054,26904,14046,9705,5288,2414
2018,1108,T,F,7546,35158,39906,33318,29473,32763,50429,58033,53096,50381,46212,41400,46746,47517,45294,26765,24132,16080,9288
2018,1108,U,B,12533,57959,64674,53411,51554,59447,93674,101064,88983,81517,73557,63602,67950,64163,60286,35126,29336,18527,10244
2018,1108,U,M,6438,29795,33242,27389,27101,32082,48922,51544,44431,39679,34978,29293,29823,25235,21975,11930,8377,4551,2105
2018,1108,U,F,6095,28164,31432,26022,24453,27365,44753,49520,44552,41839,38579,34310,38127,38929,38311,23196,20960,13976,8139
